member,baseline_pred,mia_mlp10_pred,mia_mlp100_pred
0,0.09525072114742003,0.06968880002816862,0.07046605724099589
0,0.4190345800668151,0.2977791399770569,0.30870566386371684
0,0.20717043741146351,0.14368915221140036,0.3072082400350195
0,0.4743903669252079,0.46176055421422363,0.5166148806507185
0,0.49345818503836136,0.4772850598368962,0.5419913494282421
0,0.49845933126986386,0.36885515985543094,0.37809882680799745
0,0.520389334159553,0.34516160779869376,0.5002956107550635
0,0.2825208768999017,0.3387733073048009,0.2682642049388196
1,0.986716197837034,0.9951822461983426,0.989707662652116
0,0.00032026126946357587,0.00035812019047767543,0.0008793439310925039
0,0.6429126833281602,0.8600398734385236,0.7479875224221474
0,0.22103792630968863,0.43566395200802055,0.31150521405752607
1,0.23960153943611373,0.296590619189625,0.2147566613893904
1,0.541850367774377,0.5100727082439145,0.571326850257239
0,0.20300138921109445,0.31092952034230587,0.20266235578850927
1,0.38228287351096274,0.40658647733445374,0.4303601835051388
1,0.43273744447200396,0.30484249931024476,0.43681841211994105
0,0.5609142506961036,0.5141658056843808,0.5302692777275785
0,0.057019467693501816,0.09617351089487702,0.019711334541023723
1,0.697542552439658,0.7573457062506959,0.6049129153057357
0,0.14354547089444328,0.24506987306977412,0.2937001972240716
0,0.7444244393849915,0.8146182393284722,0.7139782634570014
1,0.5889038264102957,0.5442377435433605,0.5711284543656342
1,0.707984591275016,0.6880483862985481,0.7189584815324084
0,0.07786468051890204,0.012644778000964363,0.09396999160362494
1,0.8880596626692988,0.9163290700183496,0.9271346894786003
0,0.5544583308696942,0.5671483775655335,0.555924816312976
0,0.12201050433714777,0.15844482191644743,0.10448726622645933
0,0.19861813401959913,0.12509912655826097,0.14125756465762598
0,0.06876196778074403,0.09930099993642669,0.15592897865435748
1,0.3442738961861431,0.3993579055541084,0.37860063943256245
0,0.3841293571280846,0.3773256497096562,0.4193061485881127
1,0.9519567963388116,0.9748921287537232,0.9564763005609911
0,0.0016783978379885413,0.0009357039275164415,0.0010553961288799914
0,0.5286547295413047,0.6467325397619651,0.5337548356350335
0,0.5936220459646024,0.4368245512919812,0.43831219837526647
1,0.9985555552141223,0.9983085196896926,0.9989642298425293
0,0.12045768853269026,0.0674014795465138,0.05734256234661766
0,0.6605413442007869,0.5556389240850992,0.7254258614540395
1,0.5806162929168719,0.5600051665196427,0.778547226800372
0,0.4552551206861576,0.5757826709418832,0.5353882119277976
1,0.8468153345700582,0.8156450349029418,0.8534540787808305
1,0.22441071291776643,0.17029592372611094,0.1937360385238042
1,0.6516197103213783,0.6437101132918509,0.6638879030847439
1,0.7194676503732159,0.6832572136744223,0.6229802767673565
0,0.25991374605581863,0.26582788293737386,0.2785700346653123
0,0.5077922645200356,0.45412983376828076,0.46866287469467793
0,0.05713201663425518,0.24325012506881677,0.14839632609099107
1,0.416080646243939,0.4503883813011461,0.32129565503114915
0,0.001228973634905917,0.000543413580465349,0.0018423596363453174
0,0.38670850055654715,0.419738525687549,0.32805373968904755
1,0.38295924049448615,0.42314388717141793,0.5207992637567394
1,0.5351398150343396,0.12980504705856982,0.434035636085923
1,0.9986996114623827,0.9987956801281512,0.9974278234181392
0,0.26471691528280533,0.3011845663228356,0.3679378622064406
1,0.3529939552089318,0.43502420742697107,0.42907747153696946
1,0.704979436063245,0.6841540718574393,0.6759833911475436
0,0.6393525164126913,0.6633873023638579,0.6169348074846289
1,0.46977074365118243,0.5139345173779077,0.4378247512708451
1,0.5939939416744942,0.5694462903865521,0.6377624297128887
1,0.5341417913555606,0.6043729957255887,0.6316081300032056
0,0.05284342081388321,0.03851992686543738,0.04155719628481504
1,0.6600935134058803,0.5953552646321061,0.6890167191481618
1,0.7706972141759258,0.8101917910867862,0.804916127558576
1,0.998416308175409,0.9997490007863559,0.9988990961999197
1,0.29667112969267373,0.13330424073098726,0.18121827694560375
1,0.5481716284177363,0.5855574651803855,0.43181014493971664
0,0.0002888741766344416,0.0007315321640567241,0.0011852044170737126
0,0.3076354163479609,0.3789897226948705,0.35321623575625655
0,0.0005453845430163662,0.0035949383609951238,0.00555177988710395
0,0.12487355662490376,0.10228056641033281,0.05361871680703055
1,0.3960870093964533,0.35435562187553593,0.31457841148777355
1,0.3145473033600502,0.36429711531176295,0.3888778816004559
1,0.6032789450273227,0.7293556155902284,0.6658530439947634
1,0.523074111292434,0.6813308331011867,0.5436898549351923
1,0.3261382430001475,0.49536291141593664,0.3910349895981372
1,0.31379339685820967,0.6155416169115748,0.5027074455002323
1,0.7404601713956566,0.6249870157530913,0.6935865036511741
1,0.9999332386334022,0.9998051266170646,0.999581569786244
1,0.3488890197406701,0.36694113234450215,0.38144523566050936
0,0.3434239473767876,0.41149099905924197,0.4211872458797361
1,0.8563988778558126,0.8995660094802728,0.8153015901668037
1,0.8274219938529545,0.7527061161567634,0.8349912848194267
0,0.4151032485943717,0.45136424848493295,0.3889868229821162
0,0.7573199694517189,0.7824760127497297,0.7592300605068785
1,0.9987621847873874,0.9980961220122456,0.9988066984512459
1,0.7617540397664817,0.6736531410264769,0.7783025259800347
1,0.19564896498008771,0.17039971715126387,0.4175852271032923
0,0.41179727361623486,0.41014847257453396,0.35757614529104814
1,0.8478893301690272,0.8840772414879662,0.9279100013195583
1,0.8464958248870578,0.9036227984599359,0.5958215573603017
1,0.6906128443696185,0.7135938463378731,0.7487348744070607
0,0.2964139111530454,0.36499141428277093,0.33011483230340144
1,0.9989968796425772,0.9986283347309867,0.9988079901193181
0,0.44407772988569066,0.3969462792662755,0.448644206210119
0,0.22490183593676008,0.229216658001412,0.25262235573948116
1,0.5481023841928238,0.5168734131011087,0.5324737031144289
0,0.4317804829544521,0.32039488077454875,0.5126603249524481
0,0.277553263284008,0.17609399642105328,0.32659783357446603
1,0.8393932462726524,0.7659618750152634,0.8041971263005748
0,0.006399499394327575,0.003095249348822658,0.005851939437880679
0,0.30999513654094846,0.24735184651983336,0.36918516347355557
1,0.999758963197988,0.9996959192474026,0.9995110056442104
0,0.22795956689697133,0.1698211314602342,0.2718837526290696
1,0.7306924340032624,0.6895035761175464,0.6495309931864818
0,0.15547535428809717,0.20403342196819663,0.1963807629504663
1,0.43422812441096087,0.5331563177237388,0.49713724248850455
1,0.37826800266547156,0.48341499299946167,0.6969825921136967
0,0.4845830818448812,0.3883514474464608,0.3105869619986409
0,0.39890271837708896,0.2963833481786197,0.4021864183815084
1,0.7263721009565164,0.6199364655288222,0.6650715155490567
1,0.6510559573230028,0.8211770271915865,0.7460043702677032
1,0.4840456139993175,0.4150041762440293,0.41022672264181725
1,0.2618231023205272,0.10521267044599779,0.15303844644068043
0,0.47452555116719325,0.3529880348188226,0.44705125259865697
0,0.6442988242052097,0.7360034850055642,0.750067565471824
1,0.9995677150433415,0.9995586604739521,0.9991337098241314
0,0.25485964687418294,0.30014196793552805,0.30214175134340154
0,0.25839880434869006,0.4055443634033418,0.26803623426157797
1,0.10051464103957775,0.20214508077354304,0.1436809969619786
1,0.5231990856829882,0.40793522597130955,0.49027982281238297
0,0.06181840814484111,0.032444976809807326,0.05507836716524205
0,0.0029154802667096954,0.0024376915884401166,0.003906892573246525
1,0.5322530065370021,0.5460873058061618,0.6022845522320949
1,0.5609718802461371,0.5363787133842682,0.4900381609121549
1,0.632090093838621,0.5962012368039925,0.6246327713804911
1,0.6304431033234853,0.6842231796812426,0.7587201198408373
0,0.4677725093750921,0.48593612062949476,0.5106496505822199
0,0.625026965149356,0.6951617841841357,0.673464674630132
0,0.5135012782934262,0.812501192450384,0.645100776150839
1,0.5112765245141935,0.5862228045168981,0.5530855460936265
1,0.9989869060671176,0.9958295677082416,0.9934901582330918
0,0.12302712801053375,0.12408322841044762,0.43317098978408697
1,0.9993746122385674,0.9906913861791659,0.997255541512447
0,0.20985165028707217,0.16980650522010216,0.18349842498052876
1,0.6238557553420065,0.659276853554964,0.6485515891707196
1,0.5425795429137582,0.6806558512659953,0.6218307118621456
0,0.6129510860110512,0.49060243182838625,0.3884317686470916
0,0.1836721781932916,0.033073228127899756,0.23123402293629383
1,0.9993036738186803,0.9983852404759572,0.9955752698479362
0,0.023139484190581296,0.010061281191275659,0.02853859242381956
1,0.6960838514277473,0.7074589477702671,0.6826756107913914
0,0.42684393844219565,0.35047331352180133,0.353121709031754
1,0.17218300322151234,0.294230757787027,0.3016197545770082
1,0.811686065647365,0.9006766461282215,0.8623102385299339
1,0.9985344991219699,0.9982874627880916,0.9978662752653177
1,0.4625231670875721,0.6064394218402454,0.5456048967114043
1,0.6318951112667847,0.7849288781974321,0.6342428492878439
1,0.5663165346306706,0.5301121901305298,0.27071424502277996
0,0.5764092362888825,0.7786375326372255,0.7545521200572665
0,0.019084330429964106,0.04388077747604136,0.03724428091831414
1,0.8294186564985478,0.9116100056059941,0.8492831825842534
1,0.5125486284902526,0.8587964956642994,0.8555461554604622
1,0.48294292661872495,0.2655306831960538,0.44215969189975357
1,0.62681589241597,0.6312842082353942,0.6039014015899224
0,0.3726505241400656,0.24375215969145367,0.4098508062836103
1,0.37432689842572453,0.7137942139010253,0.6026599713780357
0,0.32298254894293194,0.3053108027551221,0.38867186998037195
0,0.2775273536447584,0.1696656293234163,0.1819977934893908
1,0.7414098886790591,0.7508835168557517,0.724545725425715
0,0.26299611935952183,0.13461943093095838,0.25593317718231545
1,0.5681044213354619,0.46489083963964867,0.5689753790659711
1,0.9973877760270087,0.9989450621916942,0.999169692823942
1,0.7340076236099143,0.7320581911291023,0.6267566429945803
0,0.02854443374574407,0.023483047138696197,0.04024537098898014
0,0.31905936364648274,0.2805435400420519,0.2731135570554045
0,0.4656847312155646,0.46265474044802224,0.49824029710754314
1,0.9976671109149527,0.9976916246646133,0.9987307255547744
0,0.06890971471482721,0.044147204516710406,0.12645526795324064
1,0.7867390035760247,0.8400309876378913,0.7989375492677907
1,0.6903870603398404,0.7796833119127766,0.7024038868202528
1,0.5152591602508949,0.5839143744741542,0.5313557271804007
0,0.2598992451283995,0.3646536084984499,0.3359901018602625
0,0.3262111286008053,0.37925164944473444,0.40913273701230196
0,0.07871916881155827,0.08738054699437343,0.08638446775085211
1,0.9973865942488908,0.9998675069459134,0.9986814088110704
0,0.21717054658447107,0.17563703548939508,0.22513974987433297
0,0.6263712555168525,0.6325159243695608,0.7112373705719622
1,0.17441411404868445,0.07689043018707255,0.2001708634692566
0,0.29758794952681406,0.26252327251163576,0.23168870953036305
1,0.6686166970746605,0.6889893927784035,0.7104512237015683
1,0.8131789990100938,0.4927665566039098,0.7311902002991238
0,0.003670783869285928,0.0006332608755815227,0.0017376122952476826
1,0.6111822987559348,0.6493356159220023,0.6421138422919985
0,0.4390149535602279,0.5345176965655584,0.4592775763438673
0,0.6615640061702023,0.6188742132967161,0.57457403462467
0,0.46148831986967886,0.3876436580043722,0.4816726860463466
1,0.531230737124726,0.5476126559204385,0.594311489391644
0,0.438370082583772,0.4225179250867607,0.42163902224686894
1,0.9992837315437396,0.9998784325795124,0.999032936643491
0,0.5720155681160766,0.39505412468676115,0.40966464024706134
0,0.09919206147757292,0.057220965179353045,0.18455226731989646
0,0.6551035656235663,0.6339871322133884,0.6196320738361272
0,0.04595649953681576,0.005454510689589382,0.01735503770063995
1,0.8094022259701297,0.8596374394420904,0.6424067137305307
1,0.9986897878449486,0.9970095530588544,0.9980464389744387
1,0.842082180238408,0.8411583307906934,0.7998411670731423
1,0.26417064498729653,0.18339496115030193,0.24037716490631286
0,0.5201269221089575,0.6724360241089068,0.6430111818292895
0,0.4742184313881097,0.7211214616162291,0.48233590483027644
0,0.30327134406820716,0.46070213801282556,0.3498653787235019
0,0.40764296668588096,0.4213283692295473,0.4239730346332123
1,0.3714870456155867,0.45195311166436763,0.33857293761486196
0,0.2713247870183292,0.2304189024742167,0.30939288921581276
0,0.46161559671363495,0.4622690870324988,0.5394234963281379
0,0.2780000922684631,0.2260148500396301,0.3337121650827803
1,0.5091008761969793,0.59617936083602,0.5588451678031628
0,0.003276420586271263,0.0015284639457606292,0.005333628149748838
1,0.25551924709836166,0.20870527226835242,0.22263660347193842
0,0.37886119174253235,0.4960697955288473,0.43431136767097833
0,0.00263338808204966,0.0029995203003409638,0.0017038176432790453
0,0.42303499908539305,0.5484154737276447,0.4145302141266407
0,0.0003451176393999232,5.436457232027511e-05,9.535029149186277e-05
0,0.15359305632595033,0.14694620599852729,0.2948915246940329
1,0.9999628224348927,0.9999177044873241,0.9999404937030453
1,0.7192748755034625,0.6738563367489452,0.7105749246946962
1,0.6866224698215321,0.659432389130931,0.6685062294986466
1,0.7706404897345016,0.7709555397741937,0.8348786606344849
0,0.6410540231416453,0.6364405989460996,0.6466675209202999
0,0.0023722009328717183,0.00195771655015727,0.003986407041298852
1,0.3540195612068642,0.5477088453578005,0.3861159191573287
1,0.798093313243483,0.6481241090730238,0.8468263025400704
0,0.3230473272078411,0.2317053447156835,0.26426328883900513
1,0.496063109646728,0.43148681471125216,0.5771077591489557
1,0.604078177155951,0.6404354407206568,0.6355547070937144
0,0.6043623354048466,0.5101230401527379,0.5993331610081114
0,0.02847195495871914,0.01206526302412205,0.021098958796480317
1,0.9567779127551745,0.9397897725513907,0.9673962882016452
1,0.6390758693303533,0.6584233315616246,0.42750812099408103
1,0.7261286151772184,0.7148396601240018,0.6751847010694534
0,0.08816253012521465,0.08756523492002237,0.09854062643251182
0,0.04747556363039984,0.013277418115241047,0.016832086842419054
1,0.5772614345332532,0.4985964119713217,0.5126291413057111
0,0.34741008216207264,0.3710241005574138,0.35869253751952307
0,0.6564486908271043,0.5487861967005314,0.49607081779261153
0,0.15222808152932915,0.051493805353369344,0.13933035182782474
0,0.6570457780003548,0.617514829985192,0.7116061908912663
0,0.016782499759349152,0.004540828804411675,0.00780372127299171
0,0.8022875191240327,0.6829859200524129,0.8076469476991397
1,0.3341961709008472,0.3562227866506176,0.5049357298790077
1,0.3178681792124307,0.5602877458279315,0.4902686534299418
1,0.746924528815143,0.7219981046130292,0.6984655106787854
1,0.6631138148515254,0.7843068370353915,0.6125480448330924
0,0.41647577086927995,0.37340033802083883,0.43802331739324885
0,0.39370680234105565,0.43083747478017403,0.5700270726876142
0,0.5429714166588204,0.460565590662312,0.453485272294567
0,0.0012437866866222948,0.0010364172212361728,0.000485426642486233
0,0.164937288813294,0.1713541993029017,0.1578449051768268
1,0.7737459282963706,0.8122851716285602,0.7233523969862823
1,0.8189163851150737,0.806728414828777,0.8653436965006002
1,0.34704575330419374,0.382710151496376,0.3251601580629516
0,0.6750317055519025,0.7036404904901431,0.7788529063112268
1,0.5300425853906006,0.5510208720079476,0.5565788285203731
1,0.9997406749009569,0.9919942976250493,0.9994746828775186
0,0.8740336784119374,0.9396380802473631,0.9278291616135723
1,0.627647008446718,0.7682828948738164,0.7287920930396117
1,0.7024087634550102,0.692727516437738,0.7694589249684703
0,0.5466656101226686,0.6543001311263775,0.4149340364856243
0,0.5592715008259885,0.5395987625248431,0.5751815188129568
0,0.6116527615636179,0.6068333743126999,0.5827894362595034
0,0.21111033426139497,0.22766168999479913,0.27407031275613525
1,0.5280700086400744,0.667836303676591,0.5793268041476337
0,0.000221309719970063,0.00046515091530212706,0.00032156386930073504
1,0.9994285859597113,0.9996062706951333,0.9989853250779345
0,0.007743835175915615,0.004689925813299468,0.004566525788187908
1,0.279570420880212,0.32342392320104574,0.3012306672728311
1,0.3430952172240935,0.3694710594999506,0.3550589975180292
0,0.38158125873494725,0.41037968331074515,0.4134129059642536
0,0.44086611488990624,0.5758298305417888,0.4757917365741053
1,0.696390145036891,0.6880272459440263,0.6866554286901542
1,0.47427644837035665,0.5592008222098186,0.47672531507307353
0,0.3858312199647252,0.3008618298415574,0.24610624355652602
1,0.38546479525236016,0.4322294258414017,0.3965327577600349
0,0.26342728340796195,0.216986405056273,0.21352536816427647
0,0.4137507242518486,0.3203220252581953,0.4264681065014915
0,0.3282366693718853,0.36334607415748343,0.3863962173539669
0,0.26633128682049084,0.1762943049543641,0.13509047001451516
0,0.0009777085105361534,0.0010853877917822558,0.002073752198481232
0,0.10633200543209188,0.013077679485031819,0.06711032350454238
1,0.9998679447783649,0.999912122904383,0.9997303019874779
0,0.0018986963208346137,0.004007797564651802,0.0030636099640915294
1,0.6417323827268864,0.6174300994889149,0.6803306008367043
0,0.44142982437376677,0.44958765014724417,0.4802525917476068
0,0.4913890143120034,0.2959803325968188,0.37465664095774137
1,0.658309870635552,0.5782378334133438,0.6588603856626457
0,0.20634233770493765,0.118307254677271,0.20820425041592894
0,0.12365020039778607,0.035549225404554866,0.09300850667527549
1,0.6938176237640454,0.6948302457389025,0.3752594313794435
1,0.8609955034089485,0.8817579231422654,0.9314859798705329
0,0.4241704856528435,0.40532164916934793,0.31719202474976166
0,0.1727343169816491,0.054506747745508594,0.043542382499342266
1,0.9988157885414317,0.9996989088571665,0.9996156126830564
1,0.7065619906277578,0.7480739608199367,0.7575771069562119
0,0.6726029321851438,0.6026271930531996,0.5651564774661227
0,0.4193193057186376,0.3532691828930036,0.3734148638963036
1,0.5063931100526927,0.7814329759578397,0.8064034835531281
1,0.547183816171756,0.49425795759519076,0.5237532072955547
0,0.000571197407674997,0.0001268579053228541,0.00018121614408642548
0,0.0006300558369683918,0.00010155402960874094,0.0002902685962062414
1,0.5934136546817835,0.658221274868939,0.6336531450504368
0,0.164547679418687,0.19262007027525402,0.17548019310454588
0,0.5974058621446955,0.6440247951129221,0.596290335851097
0,0.4156256983905856,0.18683071892987294,0.40805334335493854
0,0.00025641785717004804,0.0005593312677680329,0.0012029608727355105
1,0.5013085723625927,0.5696792804481281,0.4828368050511366
0,0.45863969391450027,0.47641441847122523,0.48258350274508116
1,0.25025431967597317,0.3711980388506577,0.28629842406363254
1,0.7473268356757058,0.8382650640924564,0.6858722793503412
0,0.48875757490764715,0.5338983308184277,0.39337989285964037
0,0.010525386999985611,0.019163635324730706,0.02082185295668267
1,0.6523669975961085,0.6090555469559463,0.5975402681827642
0,0.2197571219327495,0.264000524522077,0.3058208332634504
1,0.5952414836397925,0.7375453995165845,0.5829831993274517
1,0.38384913226741163,0.3289306151449636,0.40619732140264936
0,0.6119354691455234,0.6181262200610704,0.5534578967484243
1,0.9128155746187128,0.8844684136652455,0.8888987382990845
1,0.6557368895548998,0.6081172445214391,0.6690181408034551
0,0.09940837117797423,0.05581759951312394,0.0317727885456864
0,0.3430396771648148,0.17385876154192645,0.3680954401509498
1,0.18493782514598528,0.18680339384917066,0.2438698378022315
0,0.5374526828374367,0.48836745461538517,0.3518380432041838
1,0.4986504732345232,0.38475365674255857,0.4283462778556575
0,0.002582093081942458,0.008428494293087452,0.005184032036541905
0,0.4550524496533754,0.5405240459745969,0.5263846184315253
0,0.2424742529000775,0.2340243064466793,0.24972723714138667
1,0.7001058283640622,0.7415198543665332,0.6408093389325573
0,0.030192568650477834,0.008513502361206807,0.03899761381575146
1,0.6381085250856393,0.7840148290548948,0.7083398134703859
1,0.5320032629572801,0.4797523560960184,0.478532731422537
1,0.9997453230342151,0.9941003832587065,0.9990903466184827
0,0.9169749314070026,0.9082320066434212,0.9470079829765202
0,0.6253316555453439,0.5591817475652857,0.6299513366157199
1,0.9244604484943799,0.9232935929194743,0.8555425981391568
0,0.48565989923409203,0.6818293574445141,0.6582839706469318
0,0.4998576665300785,0.38260535753964636,0.5260629807994894
0,0.22780843155250183,0.26265199113910737,0.31300450078788034
1,0.9971149106149167,0.9972118176330745,0.9940630679186454
1,0.862725436657249,0.7874198872954548,0.9004501391948985
1,0.4974041257888168,0.546120198568128,0.4639749706930035
0,0.5628030622588914,0.6337485808999973,0.5555785971006104
1,0.9517154893513347,0.9681339967081228,0.9752632921155862
0,0.4169750396712173,0.4442218716306836,0.33023840193157367
0,0.006158526471240721,0.001874111731833611,0.00522099429786223
0,0.006372931657050709,0.03462190887390459,0.009822571786470191
1,0.3624172947341633,0.4511410095671075,0.3152863270395036
0,0.3168042773361088,0.31242317723596885,0.31966416794901037
0,0.273445397487622,0.3873293639062837,0.44815712948410835
0,0.07968793548023385,0.05596589632711853,0.10830196970775026
1,0.7020907313824877,0.7611752907767875,0.6196321360076822
1,0.5490615167934564,0.5854555185266996,0.5703026414443244
1,0.954650682141789,0.9859944185380175,0.9716396123099035
1,0.998190017097491,0.9998131215419327,0.9978936614534574
1,0.658309870635552,0.5782378334133438,0.6588603856626457
0,0.5264141805411918,0.5682830097562619,0.5190296303324761
1,0.44315127333259313,0.48586313470772585,0.34558432784910836
0,0.5643266461587161,0.5491217664632643,0.44502051296790557
1,0.8242549378818207,0.6567056554199503,0.8165769957738238
1,0.6052457477567852,0.6404969812209624,0.6214846710092493
0,0.4151380405223559,0.44544384258285624,0.6050531183899049
0,0.23390444515980216,0.2941532016155731,0.18999300746316355
0,0.6920197384446637,0.589003533507675,0.5110078236142886
1,0.6470449059190515,0.5303542875084812,0.6302906674232422
0,0.48168232143398476,0.5445920181259665,0.25579045930757377
0,0.34349290868918875,0.5156682604727517,0.4717790490931443
1,0.5625879393448281,0.5739329154697669,0.5369529710945788
0,0.5174606656511498,0.5459914703287838,0.4610811862063721
1,0.4606701670304332,0.4821941257300646,0.24866660125959633
0,0.18557316908240426,0.28109781929836597,0.2546746422534802
1,0.09005940651012607,0.11475532751692216,0.17330389234360527
1,0.2841888614847891,0.5652706672908604,0.40028516738240955
1,0.5696111984498098,0.8027979770989153,0.7751263227262833
0,0.0011745123830104688,0.0017232254381402208,0.003485505266423983
1,0.9974100075398621,0.9931184729239546,0.9661305094355584
1,0.7315668753184752,0.6899818326889556,0.7085485245366652
1,0.25991374605581863,0.26582788293737386,0.2785700346653123
0,0.1884621149297047,0.5245552907144881,0.27748798770405025
0,0.2959996199554643,0.24913272483060211,0.2713393003836954
0,0.3348900211476209,0.508010833130595,0.45135054559037435
1,0.45360803690388135,0.4815614501047449,0.4385045614359919
1,0.5506858937144673,0.4911829650255423,0.6032513470467367
0,0.5991037406407679,0.6168002017052252,0.6366542348536866
0,0.6129689455708094,0.4812336912732873,0.5620497110683693
1,0.4782602924182956,0.36870372371773164,0.4984487717283662
1,0.7829195100980835,0.8922649077878613,0.8161399313548476
0,0.14620748388130964,0.304380775232782,0.16602849860088711
0,0.7183351125157675,0.7074829442359439,0.6930101710711716
0,0.45870895919488913,0.4092135658669315,0.301490872468908
1,0.6880151929735547,0.5681604169886919,0.6821106091476244
1,0.8186917481181991,0.8413853583355481,0.83957338043671
0,0.002178435438015717,0.02084283575611173,0.0038574626274934043
1,0.9111593047962937,0.9434564219328223,0.9030831967796878
1,0.9926532404159012,0.9556181724396764,0.9823056965499648
1,0.6236210968800759,0.7443499123674364,0.5641845813691388
1,0.7012537456843098,0.753647453963714,0.7147928902349648
1,0.8408745548939597,0.851825825686228,0.7711035254030861
0,0.475468006831588,0.5109389892160174,0.4968124046355325
0,0.0994434012327309,0.14813099253402942,0.16234521381248856
1,0.942692551206009,0.8938118204259603,0.9546905541629818
0,0.6705434288873842,0.6497030088016631,0.6776882825074035
1,0.5892248011503592,0.6297679058504991,0.6377450497879393
0,0.002592610434029419,0.001992754505884135,0.00496734236019707
0,0.3166676948550279,0.23373714042974267,0.3612807172031083
1,0.6364723232531732,0.6570378154724366,0.5857107552516734
1,0.8236406365500013,0.734038450340135,0.7824728391159007
1,0.9995932645282908,0.9993451938178923,0.9975553735471405
0,0.24099186786055077,0.26862022109463435,0.32379076281269775
